stichdatum,plz,geschlecht,vorname,anzahl,rang,ortbez18
2021-03-01;5712;w;Andrea;26;3;Beinwil am See
2021-03-01;5712;m;Daniel;38;3;Beinwil am See
2021-03-01;5712;m;Martin;36;4;Beinwil am See
2021-03-01;5712;m;Andreas;36;4;Beinwil am See
2021-03-01;5722;w;Ruth;76;1;Gränichen
2021-03-01;5722;w;Susanne;49;2;Gränichen
2021-03-01;5722;w;Maria;47;4;Gränichen
2021-03-01;5722;m;Daniel;76;4;Gränichen
2021-03-01;5723;w;Brigitte;13;2;Teufenthal AG
2021-03-01;5723;w;Melanie;12;3;Teufenthal AG
2021-03-01;5723;w;Esther;10;5;Teufenthal AG
2021-03-01;5723;m;Thomas;21;2;Teufenthal AG
2021-03-01;5723;m;Urs;16;4;Teufenthal AG
2021-03-01;5723;m;Christian;14;5;Teufenthal AG
2021-03-01;5724;w;Heidi;11;4;Dürrenäsch
2021-03-01;5724;m;Daniel;21;2;Dürrenäsch
2021-03-01;5725;w;Monika;11;1;Leutwil
2021-03-01;5725;w;Brigitte;7;5;Leutwil
2021-03-01;5725;w;Doris;7;5;Leutwil
2021-03-01;5725;m;Thomas;15;1;Leutwil
2021-03-01;5725;m;Peter;10;4;Leutwil
2021-03-01;5726;w;Brigitte;26;1;Unterkulm
2021-03-01;5726;m;Peter;34;2;Unterkulm
2021-03-01;5726;m;Thomas;24;4;Unterkulm
2021-03-01;5726;m;Michael;24;4;Unterkulm
2021-03-01;5727;w;Ruth;24;1;Oberkulm
2021-03-01;5727;w;Ursula;23;2;Oberkulm
2021-03-01;5727;m;Peter;34;2;Oberkulm
2021-03-01;5727;m;Hans;32;3;Oberkulm
2021-03-01;5728;w;Ursula;17;3;Gontenschwil
2021-03-01;5728;w;Sandra;16;5;Gontenschwil
2021-03-01;5732;w;Ruth;15;1;Zetzwil
2021-03-01;5732;m;Hans;25;1;Zetzwil
2021-03-01;5733;w;Monika;7;1;Leimbach AG
2021-03-01;5733;w;Melanie;6;2;Leimbach AG
2021-03-01;5733;m;Marco;8;1;Leimbach AG
2021-03-01;5733;m;Patrick;6;4;Leimbach AG
2021-03-01;5734;w;Maria;63;1;Reinach AG
2021-03-01;5734;w;Ursula;52;3;Reinach AG
2021-03-01;5734;w;Verena;46;4;Reinach AG
2021-03-01;5734;m;Hans;68;4;Reinach AG
2021-03-01;5735;w;Maria;7;2;Pfeffikon LU
2021-03-01;5735;w;Marianne;7;2;Pfeffikon LU
2021-03-01;5735;w;Heidi;6;4;Pfeffikon LU
2021-03-01;5736;w;Christine;7;4;Burg AG
2021-03-01;5736;m;Martin;12;2;Burg AG
2021-03-01;5737;w;Elisabeth;38;4;Menziken
2021-03-01;5737;m;Thomas;57;2;Menziken
2021-03-01;5742;w;Ursula;36;1;Kölliken
2021-03-01;5742;m;Michael;47;4;Kölliken
2021-03-01;5742;m;Markus;46;5;Kölliken
2021-03-01;5745;w;Ruth;37;1;Safenwil
2021-03-01;5745;w;Andrea;33;2;Safenwil
2021-03-01;5745;m;Peter;46;2;Safenwil
2021-03-01;5745;m;Thomas;45;3;Safenwil
2021-03-01;5746;m;Hans;9;4;Walterswil SO
2021-03-01;6003;w;Maria;164;1;Luzern
2021-03-01;6003;w;Anna;95;4;Luzern
2021-03-01;6003;m;Michael;133;4;Luzern
2021-03-01;6004;m;Thomas;100;3;Luzern
2021-03-01;6005;m;Peter;222;2;Luzern/St. Niklausen LU
2021-03-01;6006;w;Ruth;145;2;Luzern
2021-03-01;6006;w;Ursula;125;4;Luzern
2021-03-01;6006;m;Daniel;166;2;Luzern
2021-03-01;6006;m;Thomas;143;4;Luzern
2021-03-01;6010;w;Ruth;150;2;Kriens/Pilatus Kulm
2021-03-01;6010;w;Margrit;149;3;Kriens/Pilatus Kulm
2021-03-01;6010;m;Daniel;212;3;Kriens/Pilatus Kulm
2021-03-01;6010;m;Thomas;198;4;Kriens/Pilatus Kulm
2021-03-01;6012;m;Josef;36;2;Obernau
2021-03-01;6013;m;n/a;4;3;Eigenthal
2021-03-01;6015;m;Michael;41;5;Luzern
2021-03-01;6016;w;Barbara;9;5;Hellbühl
2021-03-01;6016;w;Anna;9;5;Hellbühl
2021-03-01;6016;m;Martin;19;3;Hellbühl
2021-03-01;6017;m;Franz;69;2;Ruswil
2021-03-01;6017;m;Hans;64;4;Ruswil
2021-03-01;6018;w;Lisbeth;25;4;Buttisholz
2021-03-01;6018;m;Hans;42;3;Buttisholz
2021-03-01;6018;m;Markus;39;5;Buttisholz
2021-03-01;6019;m;Beat;6;5;Sigigen
2021-03-01;6022;w;Sandra;22;5;Grosswangen
2021-03-01;6022;m;Josef;60;1;Grosswangen
2021-03-01;6023;w;Margrit;53;4;Rothenburg
2021-03-01;6023;m;Daniel;73;5;Rothenburg
2021-03-01;6024;w;Sandra;21;1;Hildisrieden
2021-03-01;6024;w;Ruth;19;2;Hildisrieden
2021-03-01;6024;m;Peter;40;1;Hildisrieden
2021-03-01;6024;m;Daniel;31;3;Hildisrieden
2021-03-01;6025;w;Sandra;12;2;Neudorf
2021-03-01;6025;m;Adrian;14;4;Neudorf
2021-03-01;6026;w;Nicole;26;1;Rain
2021-03-01;6026;w;Priska;21;4;Rain
2021-03-01;6026;m;Stefan;32;3;Rain
2021-03-01;6027;w;Rita;15;1;Römerswil LU
2021-03-01;6027;w;Andrea;13;3;Römerswil LU
2021-03-01;6027;w;Anita;9;4;Römerswil LU
2021-03-01;6028;w;n/a;3;4;Herlisberg
2021-03-01;6028;m;Josef;9;1;Herlisberg
2021-03-01;6030;w;Maria;125;1;Ebikon
2021-03-01;6030;w;Daniela;78;4;Ebikon
2021-03-01;6030;w;Andrea;70;5;Ebikon
2021-03-01;6030;m;Peter;124;1;Ebikon
2021-03-01;6030;m;Daniel;118;2;Ebikon
2021-03-01;6030;m;Thomas;90;5;Ebikon
2021-03-01;6032;w;Monika;33;5;Emmen
2021-03-01;6032;m;Michael;60;3;Emmen
2021-03-01;6032;m;Thomas;49;5;Emmen
2021-03-01;6034;w;Claudia;22;3;Inwil
2021-03-01;6034;m;Peter;32;2;Inwil
2021-03-01;6034;m;Thomas;32;2;Inwil
2021-03-01;6035;w;n/a;5;2;Perlen
2021-03-01;6035;m;n/a;4;5;Perlen
2021-03-01;6036;w;Sandra;15;1;Dierikon
2021-03-01;6036;m;Markus;19;3;Dierikon
2021-03-01;6037;w;Claudia;29;4;Root
2021-03-01;6037;m;Daniel;49;1;Root
2021-03-01;6038;w;Monika;18;4;Gisikon/Honau
2021-03-01;6038;m;Daniel;22;1;Gisikon/Honau
2021-03-01;6038;m;Franz;18;3;Gisikon/Honau
2021-03-01;6038;m;Michael;17;5;Gisikon/Honau
2021-03-01;6039;w;n/a;2;1;Root D4
2021-03-01;6039;m;n/a;3;2;Root D4
2021-03-01;6039;m;n/a;2;3;Root D4
2021-03-01;6042;m;Marco;17;4;Dietwil
2021-03-01;6042;m;Stefan;15;5;Dietwil
2021-03-01;6043;w;Ruth;51;1;Adligenswil
2021-03-01;6043;w;Daniela;42;2;Adligenswil
2021-03-01;6043;w;Monika;38;4;Adligenswil
2021-03-01;6043;w;Andrea;38;4;Adligenswil
2021-03-01;6043;m;Daniel;60;3;Adligenswil
2021-03-01;6044;w;Ruth;21;1;Udligenswil
2021-03-01;6044;w;Rita;16;5;Udligenswil
2021-03-01;6045;w;Barbara;60;5;Meggen
2021-03-01;6045;m;Thomas;92;2;Meggen
2021-03-01;6045;m;Markus;66;5;Meggen
2021-03-01;6047;w;Monika;12;2;Kastanienbaum
2021-03-01;6047;w;Sandra;9;5;Kastanienbaum
2021-03-01;6047;w;Doris;9;5;Kastanienbaum
2021-03-01;6047;m;Peter;26;1;Kastanienbaum
2021-03-01;6048;w;Margrit;72;4;Horw
2021-03-01;6048;m;Peter;129;1;Horw
2021-03-01;6048;m;Daniel;120;2;Horw
2021-03-01;6048;m;Josef;101;5;Horw
2021-03-01;6052;w;Ursula;33;4;Hergiswil NW
2021-03-01;6052;m;Thomas;66;4;Hergiswil NW
2021-03-01;6053;w;Sandra;6;5;Alpnachstad
2021-03-01;6053;m;Martin;9;5;Alpnachstad
2021-03-01;6053;m;Hans;9;5;Alpnachstad
2021-03-01;6055;w;Nicole;39;2;Alpnach Dorf
2021-03-01;6055;m;Josef;62;3;Alpnach Dorf
2021-03-01;6055;m;Markus;55;4;Alpnach Dorf
2021-03-01;6056;w;Daniela;10;2;Kägiswil
2021-03-01;6056;w;Ruth;10;2;Kägiswil
2021-03-01;6056;w;Martina;8;4;Kägiswil
2021-03-01;6056;w;Marie;8;4;Kägiswil
2021-03-01;6056;m;Josef;19;2;Kägiswil
2021-03-01;6056;m;Hans;16;4;Kägiswil
2021-03-01;6060;w;Maria;59;1;Sarnen/Ramersberg
2021-03-01;6060;m;Martin;59;5;Sarnen/Ramersberg
2021-03-01;6062;w;Ruth;15;1;Wilen (Sarnen)
2021-03-01;6062;w;Monika;13;4;Wilen (Sarnen)
2021-03-01;6062;w;Pia;11;5;Wilen (Sarnen)
2021-03-01;6062;m;Josef;19;2;Wilen (Sarnen)
2021-03-01;6062;m;Peter;17;3;Wilen (Sarnen)
2021-03-01;6063;w;Anna;13;1;Stalden (Sarnen)
2021-03-01;6063;w;Monika;11;2;Stalden (Sarnen)
2021-03-01;6063;w;Silvia;11;2;Stalden (Sarnen)
2021-03-01;6063;w;Barbara;10;5;Stalden (Sarnen)
2021-03-01;6063;m;Josef;39;1;Stalden (Sarnen)
2021-03-01;6063;m;Hans;20;3;Stalden (Sarnen)
2021-03-01;6064;w;Monika;63;1;Kerns
2021-03-01;6064;w;Sandra;40;2;Kerns
2021-03-01;6064;w;Rita;38;5;Kerns
2021-03-01;6064;m;Peter;74;2;Kerns
2021-03-01;6066;m;Niklaus;6;2;St. Niklausen OW
2021-03-01;6067;w;n/a;4;4;Melchtal
2021-03-01;6067;m;Josef;10;1;Melchtal
2021-03-01;6067;m;Hans;10;1;Melchtal
2021-03-01;6067;m;Thomas;6;4;Melchtal
2021-03-01;6068;w;n/a;4;1;Melchsee-Frutt
2021-03-01;6068;w;n/a;3;5;Melchsee-Frutt
2021-03-01;6068;m;Hans;7;1;Melchsee-Frutt
2021-03-01;6068;m;n/a;4;3;Melchsee-Frutt
2021-03-01;6068;m;n/a;3;5;Melchsee-Frutt
2021-03-01;6072;w;Ruth;36;3;Sachseln
2021-03-01;6072;w;Anna;34;4;Sachseln
2021-03-01;6072;w;Sandra;33;5;Sachseln
2021-03-01;6072;m;Peter;62;2;Sachseln
2021-03-01;6072;m;Hans;61;3;Sachseln
2021-03-01;6073;w;Maria;9;1;Flüeli-Ranft
2021-03-01;6073;m;Peter;12;1;Flüeli-Ranft
2021-03-01;6073;m;Albert;8;4;Flüeli-Ranft
2021-03-01;6074;w;Sandra;29;5;Giswil
2021-03-01;6078;w;Ruth;22;4;Lungern/Bürglen OW
2021-03-01;6083;w;Ursula;12;1;Hasliberg Hohfluh
2021-03-01;6083;m;Andreas;8;3;Hasliberg Hohfluh
2021-03-01;6083;m;Heinz;7;5;Hasliberg Hohfluh
2021-03-01;6083;m;Beat;7;5;Hasliberg Hohfluh
2021-03-01;6084;w;Susanne;10;1;Hasliberg Wasserw
2021-03-01;6084;w;Margrit;6;2;Hasliberg Wasserw
2021-03-01;6084;w;Erika;6;2;Hasliberg Wasserw
2021-03-01;6084;m;Ernst;7;2;Hasliberg Wasserw
2021-03-01;6084;m;Beat;7;2;Hasliberg Wasserw
2021-03-01;6084;m;Christian;7;2;Hasliberg Wasserw
2021-03-01;6084;m;Urs;6;5;Hasliberg Wasserw
2021-03-01;6085;w;Elisabeth;7;1;Hasliberg Goldern
2021-03-01;6085;w;n/a;4;4;Hasliberg Goldern
2021-03-01;6085;m;Peter;12;2;Hasliberg Goldern
2021-03-01;6086;m;Heinz;9;5;Hasliberg Reuti
2021-03-01;6102;w;Maria;65;1;Malters
2021-03-01;6102;m;Thomas;78;2;Malters
2021-03-01;6102;m;Daniel;70;3;Malters
2021-03-01;6102;m;Hans;67;5;Malters
2021-03-01;6103;w;Monika;15;1;Schwarzenberg LU
2021-03-01;6103;w;Andrea;14;2;Schwarzenberg LU
2021-03-01;6103;w;Ursula;11;3;Schwarzenberg LU
2021-03-01;6103;w;Manuela;10;4;Schwarzenberg LU
2021-03-01;6103;m;Peter;25;2;Schwarzenberg LU
2021-03-01;6103;m;Thomas;24;3;Schwarzenberg LU
2021-03-01;6105;m;Martin;13;5;Schachen LU
2021-03-01;6105;m;Josef;13;5;Schachen LU
2021-03-01;6106;m;Franz;13;2;Werthenstein
2021-03-01;6110;m;Daniel;49;4;Wolhusen/Fontannen
2021-03-01;6112;w;Monika;7;3;Doppleschwand
2021-03-01;6112;m;Martin;12;2;Doppleschwand
2021-03-01;6113;w;Rita;7;2;Romoos
2021-03-01;6113;w;n/a;5;3;Romoos
2021-03-01;6114;m;Josef;7;1;Steinhuserberg
2021-03-01;6114;m;n/a;5;2;Steinhuserberg
2021-03-01;6114;m;n/a;3;5;Steinhuserberg
2021-03-01;6122;m;Hans;27;3;Menznau
2021-03-01;6122;m;Thomas;22;5;Menznau
2021-03-01;6125;w;n/a;5;4;Menzberg
2021-03-01;6125;m;Beat;9;3;Menzberg
2021-03-01;6130;w;Maria;70;1;Willisau
2021-03-01;6130;m;Thomas;91;3;Willisau
2021-03-01;6130;m;Markus;78;5;Willisau
2021-03-01;6133;w;Anna;21;1;Hergiswil LU
2021-03-01;6133;w;Monika;21;1;Hergiswil LU
2021-03-01;6500;m;Antonio;179;4;Bellinzona VZ/Bellinzona
2021-03-01;6503;w;Maria;30;1;Bellinzona
2021-03-01;6503;w;Elena;12;5;Bellinzona
2021-03-01;6503;m;Andrea;23;2;Bellinzona
2021-03-01;6503;m;Roberto;18;5;Bellinzona
2021-03-01;6512;w;Laura;77;3;Giubiasco
2021-03-01;6513;w;Chiara;20;5;Monte Carasso
2021-03-01;6513;m;Giuseppe;36;2;Monte Carasso
2021-03-01;6513;m;Andrea;31;4;Monte Carasso
2021-03-01;6513;m;Paolo;30;5;Monte Carasso
2021-03-01;6514;w;Anna;34;2;Sementina
2021-03-01;6514;m;Antonio;51;1;Sementina
2021-03-01;6514;m;Marco;48;2;Sementina
2021-03-01;6514;m;Luca;36;4;Sementina
2021-03-01;6515;w;Valentina;9;1;Gudo
2021-03-01;6515;w;Silvia;7;5;Gudo
2021-03-01;6515;w;Monica;7;5;Gudo
2021-03-01;6515;w;Claudia;7;5;Gudo
2021-03-01;6515;m;Davide;11;2;Gudo
2021-03-01;6515;m;Giovanni;9;4;Gudo
2021-03-01;6515;m;Claudio;9;4;Gudo
2021-03-01;6516;w;Sara;34;2;Cugnasco
2021-03-01;6516;w;Nicole;21;5;Cugnasco
2021-03-01;6516;m;Antonio;29;4;Cugnasco
2021-03-01;6517;w;Maria;78;1;Arbedo
2021-03-01;6517;w;Daniela;24;5;Arbedo
2021-03-01;6517;m;Giuseppe;46;2;Arbedo
2021-03-01;6517;m;Antonio;43;3;Arbedo
2021-03-01;6518;w;Paola;12;2;Gorduno
2021-03-01;6518;m;Nicola;13;2;Gorduno
2021-03-01;6518;m;Andrea;12;3;Gorduno
2021-03-01;6523;w;Maria;9;1;Preonzo
2021-03-01;6523;m;Luca;14;1;Preonzo
2021-03-01;6524;w;n/a;3;1;Moleno
2021-03-01;6524;m;n/a;3;1;Moleno
2021-03-01;6524;m;n/a;2;3;Moleno
2021-03-01;6525;w;Maria;15;1;Gnosca
2021-03-01;6525;w;Anna;7;3;Gnosca
2021-03-01;6525;m;Marco;13;1;Gnosca
2021-03-01;6525;m;Luca;10;3;Gnosca
2021-03-01;6526;w;n/a;5;1;Prosito
2021-03-01;6526;m;Marco;6;1;Prosito
2021-03-01;6527;w;Maria;44;1;Lodrino
2021-03-01;6527;w;Lucia;12;2;Lodrino
2021-03-01;6527;m;Marco;16;3;Lodrino
2021-03-01;6527;m;Luca;15;4;Lodrino
2021-03-01;6528;w;Laura;33;2;Camorino
2021-03-01;6528;w;Paola;25;4;Camorino
2021-03-01;6528;w;Daniela;23;5;Camorino
2021-03-01;6528;m;Luca;45;1;Camorino
2021-03-01;6528;m;Andrea;40;3;Camorino
2021-03-01;6532;w;Laura;15;3;Castione
2021-03-01;6532;m;Andrea;22;5;Castione
2021-03-01;6533;w;Maria;32;1;Lumino
2021-03-01;6533;w;Silvia;13;2;Lumino
2021-03-01;6533;m;Marco;22;2;Lumino
2021-03-01;6534;w;Maria;16;1;S. Vittore
2021-03-01;6534;w;Elena;9;3;S. Vittore
2021-03-01;6534;w;Daniela;8;4;S. Vittore
2021-03-01;6534;w;Cristina;7;5;S. Vittore
2021-03-01;6534;m;Luca;16;1;S. Vittore
2021-03-01;6534;m;Andrea;11;4;S. Vittore
2021-03-01;6535;w;Anna;28;2;Roveredo GR
2021-03-01;6535;w;Lisa;17;5;Roveredo GR
2021-03-01;6535;w;Carla;17;5;Roveredo GR
2021-03-01;6535;w;Francesca;17;5;Roveredo GR
2021-03-01;6535;m;Marco;41;1;Roveredo GR
2021-03-01;6535;m;Stefano;33;3;Roveredo GR
2021-03-01;6537;w;Sara;10;3;Grono
2021-03-01;6537;w;Lucia;9;4;Grono
2021-03-01;6538;w;n/a;3;1;Verdabbio
2021-03-01;6538;w;n/a;2;2;Verdabbio
2021-03-01;6538;m;n/a;3;1;Verdabbio
2021-03-01;6540;w;n/a;5;1;Castaneda
2021-03-01;6540;w;n/a;4;3;Castaneda
2021-03-01;6540;m;n/a;3;5;Castaneda
2021-03-01;6541;m;n/a;3;1;Sta. Maria
2021-03-01;6543;w;n/a;2;2;Arvigo
2021-03-01;6543;m;n/a;2;1;Arvigo
2021-03-01;6544;w;n/a;3;1;Braggio
2021-03-01;6545;w;n/a;3;1;Selma
2021-03-01;6546;m;n/a;3;1;Cauco
2021-03-01;6546;m;n/a;2;2;Cauco
2021-03-01;6548;m;n/a;3;2;Augio/Rossa/Sta. Domenica
2021-03-01;6556;m;n/a;4;2;Leggia
2021-03-01;6557;w;Anna;12;1;Cama
2021-03-01;6557;w;Elisa;7;4;Cama
2021-03-01;6557;m;Claudio;8;1;Cama
2021-03-01;6557;m;Stefano;7;2;Cama
2021-03-01;6557;m;Angelo;6;3;Cama
2021-03-01;6558;w;Giulia;8;3;Lostallo
2021-03-01;6558;w;Laura;8;3;Lostallo
2021-03-01;6558;w;Claudia;7;5;Lostallo
2021-03-01;6558;m;Luca;11;1;Lostallo
2021-03-01;6558;m;Carlo;10;2;Lostallo
2021-03-01;6563;w;Cristina;9;4;Mesocco
2021-03-01;6563;w;Daniela;8;5;Mesocco
2021-03-01;6563;w;Elisa;8;5;Mesocco
2021-03-01;6563;m;Paolo;12;4;Mesocco
2021-03-01;6563;m;Giorgio;12;4;Mesocco
2021-03-01;6565;w;Paola;12;4;S. Bernardino
2021-03-01;6565;w;Claudia;11;5;S. Bernardino
2021-03-01;6565;m;Carlo;21;1;S. Bernardino
2021-03-01;6565;m;Fabio;14;5;S. Bernardino
2021-03-01;6571;w;n/a;2;4;Indemini
2021-03-01;6571;m;n/a;3;2;Indemini
2021-03-01;6572;w;Manuela;18;2;Quartino
2021-03-01;6572;m;Andrea;19;2;Quartino
2021-03-01;6572;m;Giuseppe;18;3;Quartino
2021-03-01;6573;m;Bruno;10;3;Magadino
2021-03-01;6573;m;Luca;9;5;Magadino
2021-03-01;6574;w;Maria;14;1;Vira (Gambarogno)
2021-03-01;6574;w;Monica;14;1;Vira (Gambarogno)
2021-03-01;6574;w;Brigitte;14;1;Vira (Gambarogno)
2021-03-01;6574;w;Anna;13;4;Vira (Gambarogno)
2021-03-01;6574;m;Bruno;15;5;Vira (Gambarogno)
2021-03-01;6575;w;Ruth;17;1;S. Nazzaro/Vairano
2021-03-01;6575;w;Anna;16;2;S. Nazzaro/Vairano
2021-03-01;6575;w;Erika;15;3;S. Nazzaro/Vairano
2021-03-01;6575;m;Peter;35;1;S. Nazzaro/Vairano
2021-03-01;6575;m;Walter;22;3;S. Nazzaro/Vairano
2021-03-01;6575;m;Thomas;17;5;S. Nazzaro/Vairano
2021-03-01;6576;w;Daniela;10;2;Gerra (Gambarogno)
2021-03-01;6576;m;Hans;18;2;Gerra (Gambarogno)
2021-03-01;6576;m;Christian;13;3;Gerra (Gambarogno)
2021-03-01;6577;w;n/a;5;2;Ranzo
2021-03-01;6577;m;Peter;15;1;Ranzo
2021-03-01;6577;m;Hans;10;2;Ranzo
2021-03-01;6578;w;Ursula;13;1;Caviano
2021-03-01;6578;w;Barbara;7;2;Caviano
2021-03-01;6578;m;Marco;8;3;Caviano
2021-03-01;6579;w;Maria;10;1;Piazzogna
2021-03-01;6579;w;Laura;6;4;Piazzogna
2021-03-01;6579;w;Chiara;6;4;Piazzogna
2021-03-01;6579;w;Claudia;6;4;Piazzogna
2021-03-01;6579;m;Thomas;8;3;Piazzogna
2021-03-01;6582;w;Paola;11;2;Pianezzo
2021-03-01;6582;w;Stefania;8;3;Pianezzo
2021-03-01;6582;w;Petra;8;3;Pianezzo
2021-03-01;6582;m;Luca;11;1;Pianezzo
2021-03-01;6582;m;Fausto;7;4;Pianezzo
2021-03-01;6583;w;n/a;5;1;S. Antonio
2021-03-01;6583;w;n/a;3;3;S. Antonio
2021-03-01;6583;m;n/a;5;1;S. Antonio
2021-03-01;6584;w;n/a;4;1;Carena
2021-03-01;6584;m;n/a;3;1;Carena
2021-03-01;6584;m;n/a;2;4;Carena
2021-03-01;6592;w;Giulia;21;4;S. Antonino
2021-03-01;6593;w;Maria;83;1;Cadenazzo
2021-03-01;6593;w;Sara;21;2;Cadenazzo
2021-03-01;6593;w;Anna;20;3;Cadenazzo
2021-03-01;6593;w;Laura;19;4;Cadenazzo
2021-03-01;6593;w;Nicole;18;5;Cadenazzo
2021-03-01;6593;m;Giuseppe;41;2;Cadenazzo
2021-03-01;6593;m;Francesco;30;4;Cadenazzo
2021-03-01;6594;w;Anna;13;2;Contone
2021-03-01;6594;m;Claudio;12;4;Contone
2021-03-01;6594;m;Daniele;12;4;Contone
2021-03-01;6594;m;Fabio;12;4;Contone
2021-03-01;6595;w;Laura;10;3;Riazzino
2021-03-01;6595;m;Marco;24;1;Riazzino
2021-03-01;6595;m;Claudio;20;2;Riazzino
2021-03-01;6595;m;Paolo;15;3;Riazzino
2021-03-01;6596;w;Claudia;33;4;Gordola
2021-03-01;6596;w;Sara;33;4;Gordola
2021-03-01;6597;w;Silvia;7;3;Agarone
2021-03-01;6597;w;Brigitte;7;3;Agarone
2021-03-01;6597;m;Max;8;3;Agarone
2021-03-01;6597;m;Reto;8;3;Agarone
2021-03-01;6597;m;Christian;8;3;Agarone
2021-03-01;6598;m;Antonio;32;2;Tenero
2021-03-01;6598;m;Luca;26;4;Tenero
2021-03-01;6600;w;Sara;142;4;Locarno/Muralto/Solduno
2021-03-01;6600;m;Marco;278;1;Locarno/Muralto/Solduno
2021-03-01;6605;w;Ruth;11;3;Locarno
2021-03-01;6605;w;Beatrice;10;5;Locarno
2021-03-01;6605;m;Marco;16;4;Locarno
2021-03-01;6611;w;n/a;3;1;Mosogno/Gresso/Crana
2021-03-01;6612;w;Claudia;63;2;Ascona
2021-03-01;6612;m;Peter;134;1;Ascona
2021-03-01;6612;m;Marco;109;2;Ascona
2021-03-01;6612;m;Andrea;68;4;Ascona
2021-03-01;6612;m;Luca;65;5;Ascona
2021-03-01;6613;w;n/a;5;2;Porto Ronco
2021-03-01;6614;w;Ruth;31;2;Isole di Brissago/Brissago
2021-03-01;6614;w;Claudia;25;4;Isole di Brissago/Brissago
2021-03-01;6614;m;Peter;59;1;Isole di Brissago/Brissago
2021-03-01;6614;m;Bruno;34;3;Isole di Brissago/Brissago
2021-03-01;6616;w;Manuela;48;3;Losone
2021-03-01;6616;w;Anna;44;4;Losone
2021-03-01;6616;w;Laura;44;4;Losone
2021-03-01;6616;w;Claudia;44;4;Losone
2021-03-01;6616;m;Luca;92;2;Losone
2021-03-01;6616;m;Andrea;58;4;Losone
2021-03-01;6618;w;Maria;7;1;Arcegno
2021-03-01;6618;w;Stefania;7;1;Arcegno
2021-03-01;6618;m;Aldo;6;4;Arcegno
2021-03-01;6622;w;Cristina;9;4;Ronco sopra Ascona
2021-03-01;6622;m;Peter;14;1;Ronco sopra Ascona
2021-03-01;6632;w;n/a;5;1;Vogorno
2021-03-01;6632;m;Giuseppe;6;1;Vogorno
2021-03-01;6633;m;n/a;2;2;Lavertezzo
2021-03-01;6635;m;n/a;3;1;Gerra (Verzasca)
2021-03-01;6635;m;n/a;2;4;Gerra (Verzasca)
2021-03-01;6636;w;n/a;3;2;Frasco
2021-03-01;6637;w;n/a;5;1;Sonogno
2021-03-01;6637;w;n/a;3;2;Sonogno
2021-03-01;6637;w;n/a;2;4;Sonogno
2021-03-01;6637;m;n/a;2;2;Sonogno
2021-03-01;6644;w;Elisabeth;21;2;Orselina
2021-03-01;6644;m;Hans;24;2;Orselina
2021-03-01;6644;m;Marco;19;3;Orselina
2021-03-01;6644;m;Walter;18;4;Orselina
2021-03-01;6645;w;Ruth;12;5;Brione s. Minusio
2021-03-01;6645;m;Werner;28;3;Brione s. Minusio
2021-03-01;6645;m;Thomas;23;5;Brione s. Minusio
2021-03-01;6646;w;Manuela;7;1;Contra
2021-03-01;6646;w;Maria;7;1;Contra
2021-03-01;6646;w;Elena;7;1;Contra
2021-03-01;6646;m;Mario;7;2;Contra
2021-03-01;6646;m;Hans;6;5;Contra
2021-03-01;6646;m;Davide;6;5;Contra
2021-03-01;6646;m;Bruno;6;5;Contra
2021-03-01;6646;m;Roberto;6;5;Contra
2021-03-01;6647;m;n/a;4;3;Mergoscia
2021-03-01;6647;m;n/a;3;4;Mergoscia
2021-03-01;6648;w;Maria;189;1;Minusio
2021-03-01;6648;m;Marco;99;1;Minusio
2021-03-01;6648;m;Peter;79;2;Minusio
2021-03-01;6648;m;Andrea;79;2;Minusio
2021-03-01;6648;m;Alessandro;76;4;Minusio
2021-03-01;6648;m;Luca;74;5;Minusio
2021-03-01;6652;w;Marisa;9;4;Tegna
2021-03-01;6652;m;Luca;13;2;Tegna
2021-03-01;6652;m;Alessandro;10;3;Tegna
2021-03-01;6652;m;Paolo;9;5;Tegna
2021-03-01;6653;w;Paola;13;2;Verscio
2021-03-01;6653;w;Monica;10;5;Verscio
2021-03-01;6653;m;Luca;15;3;Verscio
2021-03-01;6653;m;Andrea;11;5;Verscio
2021-03-01;6654;w;Paola;15;1;Cavigliano
2021-03-01;6654;w;Sara;12;3;Cavigliano
2021-03-01;6654;m;Giuseppe;10;2;Cavigliano
2021-03-01;6654;m;Giovanni;8;4;Cavigliano
2021-03-01;6655;w;Silvana;6;4;Verdasio/Rasa/Intragna
2021-03-01;6655;m;Mario;11;1;Verdasio/Rasa/Intragna
2021-03-01;6656;w;n/a;5;3;Golino
2021-03-01;6656;m;Andrea;7;2;Golino
2021-03-01;6656;m;Sergio;7;2;Golino
2021-03-01;6656;m;Paolo;6;4;Golino
2021-03-01;6656;m;Daniele;6;4;Golino
2021-03-01;6657;w;n/a;2;4;Palagnedra
2021-03-01;6657;m;n/a;3;2;Palagnedra
2021-03-01;6658;m;n/a;3;2;Borgnone
2021-03-01;6659;w;n/a;4;1;Moneto/Camedo
2021-03-01;6659;m;n/a;4;4;Moneto/Camedo
2021-03-01;6661;w;n/a;4;4;Auressio/Loco/Berzona
2021-03-01;6661;m;n/a;5;4;Auressio/Loco/Berzona
2021-03-01;6663;w;n/a;5;1;Comologno/Spruga
2021-03-01;6670;w;n/a;5;4;Avegno
2021-03-01;6670;m;Claudio;8;2;Avegno
2021-03-01;6670;m;Michele;7;4;Avegno
2021-03-01;6672;w;Maria;12;1;Gordevio
